SampleID,EnvironmentType,GramPositiveCount,GramNegativeCount,TotalCount,ProportionGramPositive,ProportionGramNegative
S7168,Soil,101,82,183,0.5519125683060109,0.44808743169398907
S7169,Plant,91,120,211,0.4312796208530806,0.5687203791469194
S7170,Soil,92,92,184,0.5,0.5
S7171,Air,76,73,149,0.5100671140939598,0.4899328859060403
S7172,Plant,102,77,179,0.5698324022346368,0.4301675977653631
S7173,Soil,108,112,220,0.4909090909090909,0.509090909090909
S7174,Water,106,132,238,0.44537815126050423,0.5546218487394958
S7175,Soil,85,103,188,0.4521276595744681,0.5478723404255319
S7176,Plant,120,141,261,0.45977011494252873,0.5402298850574713
S7177,Water,114,69,183,0.6229508196721312,0.3770491803278688
S7178,Plant,84,100,184,0.45652173913043476,0.5434782608695652
S7179,Air,92,93,185,0.4972972972972973,0.5027027027027027
S7180,Soil,88,99,187,0.47058823529411764,0.5294117647058824
S7181,Air,65,71,136,0.47794117647058826,0.5220588235294118
S7182,Plant,90,73,163,0.5521472392638037,0.44785276073619634
S7183,Soil,71,158,229,0.31004366812227074,0.6899563318777293
S7184,Soil,102,121,223,0.45739910313901344,0.5426008968609866
S7185,Plant,100,152,252,0.3968253968253968,0.6031746031746031
S7186,Water,67,154,221,0.3031674208144796,0.6968325791855203
S7187,Water,115,128,243,0.4732510288065844,0.5267489711934157
S7188,Water,69,149,218,0.3165137614678899,0.6834862385321101
S7189,Soil,94,57,151,0.6225165562913907,0.37748344370860926
S7190,Water,58,52,110,0.5272727272727272,0.4727272727272727
S7191,Air,84,120,204,0.4117647058823529,0.5882352941176471
S7192,Air,83,130,213,0.38967136150234744,0.6103286384976526
S7193,Air,166,62,228,0.7280701754385965,0.2719298245614035
S7194,Water,59,116,175,0.33714285714285713,0.6628571428571428
S7195,Plant,96,97,193,0.49740932642487046,0.5025906735751295
S7196,Air,66,86,152,0.4342105263157895,0.5657894736842105
S7197,Water,140,45,185,0.7567567567567568,0.24324324324324326
S7198,Plant,158,87,245,0.6448979591836734,0.3551020408163265
S7199,Water,90,111,201,0.44776119402985076,0.5522388059701493
S7200,Air,150,118,268,0.5597014925373134,0.44029850746268656
S7201,Water,110,84,194,0.5670103092783505,0.4329896907216495
S7202,Plant,93,69,162,0.5740740740740741,0.42592592592592593
S7203,Water,89,122,211,0.4218009478672986,0.5781990521327014
S7204,Plant,59,102,161,0.36645962732919257,0.6335403726708074
S7205,Plant,92,133,225,0.4088888888888889,0.5911111111111111
S7206,Water,90,48,138,0.6521739130434783,0.34782608695652173
S7207,Water,101,100,201,0.5024875621890548,0.4975124378109453
S7208,Air,103,121,224,0.45982142857142855,0.5401785714285714
S7209,Water,125,133,258,0.4844961240310077,0.5155038759689923
S7210,Soil,138,124,262,0.5267175572519084,0.4732824427480916
S7211,Plant,159,95,254,0.6259842519685039,0.37401574803149606
S7212,Plant,119,70,189,0.6296296296296297,0.37037037037037035
S7213,Plant,75,95,170,0.4411764705882353,0.5588235294117647
S7214,Plant,62,103,165,0.37575757575757573,0.6242424242424243
S7215,Air,94,39,133,0.706766917293233,0.2932330827067669
S7216,Plant,114,98,212,0.5377358490566038,0.46226415094339623
S7217,Water,74,93,167,0.4431137724550898,0.5568862275449101
S7218,Water,90,139,229,0.3930131004366812,0.6069868995633187
S7219,Air,101,147,248,0.40725806451612906,0.592741935483871
S7220,Soil,74,151,225,0.3288888888888889,0.6711111111111111
S7221,Plant,134,104,238,0.5630252100840336,0.4369747899159664
S7222,Air,38,108,146,0.2602739726027397,0.7397260273972602
S7223,Soil,132,40,172,0.7674418604651163,0.23255813953488372
S7224,Air,170,74,244,0.6967213114754098,0.30327868852459017
S7225,Air,105,103,208,0.5048076923076923,0.4951923076923077
S7226,Soil,88,95,183,0.4808743169398907,0.5191256830601093
S7227,Water,101,103,204,0.4950980392156863,0.5049019607843137
S7228,Air,96,60,156,0.6153846153846154,0.38461538461538464
S7229,Water,114,110,224,0.5089285714285714,0.49107142857142855
S7230,Air,106,134,240,0.44166666666666665,0.5583333333333333
S7231,Water,78,12,90,0.8666666666666667,0.13333333333333333
S7232,Water,125,127,252,0.49603174603174605,0.503968253968254
S7233,Water,72,53,125,0.576,0.424
S7234,Air,98,99,197,0.49746192893401014,0.5025380710659898
S7235,Water,120,71,191,0.6282722513089005,0.3717277486910995
S7236,Soil,137,85,222,0.6171171171171171,0.38288288288288286
S7237,Air,101,97,198,0.51010101010101,0.4898989898989899
S7238,Air,127,153,280,0.45357142857142857,0.5464285714285714
S7239,Plant,95,132,227,0.4185022026431718,0.5814977973568282
S7240,Air,123,132,255,0.4823529411764706,0.5176470588235295
S7241,Air,110,74,184,0.5978260869565217,0.40217391304347827
S7242,Plant,121,90,211,0.5734597156398105,0.4265402843601896
S7243,Water,124,101,225,0.5511111111111111,0.4488888888888889
S7244,Water,117,95,212,0.5518867924528302,0.4481132075471698
S7245,Air,80,52,132,0.6060606060606061,0.3939393939393939
S7246,Air,78,91,169,0.46153846153846156,0.5384615384615384
S7247,Soil,96,27,123,0.7804878048780488,0.21951219512195122
S7248,Water,75,120,195,0.38461538461538464,0.6153846153846154
S7249,Soil,160,101,261,0.6130268199233716,0.38697318007662834
S7250,Water,82,91,173,0.47398843930635837,0.5260115606936416
S7251,Plant,92,69,161,0.5714285714285714,0.42857142857142855
S7252,Air,109,69,178,0.6123595505617978,0.38764044943820225
S7253,Air,81,97,178,0.4550561797752809,0.5449438202247191
S7254,Plant,68,39,107,0.6355140186915887,0.3644859813084112
S7255,Soil,112,78,190,0.5894736842105263,0.4105263157894737
S7256,Air,101,118,219,0.4611872146118721,0.5388127853881278
S7257,Water,121,82,203,0.5960591133004927,0.4039408866995074
S7258,Air,114,137,251,0.4541832669322709,0.545816733067729
S7259,Water,167,151,318,0.5251572327044025,0.4748427672955975
S7260,Soil,115,26,141,0.8156028368794326,0.18439716312056736
S7261,Water,54,94,148,0.36486486486486486,0.6351351351351351
S7262,Plant,94,115,209,0.44976076555023925,0.5502392344497608
S7263,Plant,122,64,186,0.6559139784946236,0.34408602150537637
S7264,Air,110,92,202,0.5445544554455446,0.45544554455445546
S7265,Plant,96,108,204,0.47058823529411764,0.5294117647058824
S7266,Soil,42,127,169,0.2485207100591716,0.7514792899408284
S7267,Water,100,116,216,0.46296296296296297,0.5370370370370371
S7268,Air,125,75,200,0.625,0.375
S7269,Air,131,125,256,0.51171875,0.48828125
S7270,Water,83,123,206,0.4029126213592233,0.5970873786407767
S7271,Plant,142,85,227,0.6255506607929515,0.3744493392070485
S7272,Soil,103,84,187,0.5508021390374331,0.44919786096256686
S7273,Soil,108,86,194,0.5567010309278351,0.44329896907216493
S7274,Soil,107,122,229,0.4672489082969432,0.5327510917030568
S7275,Plant,98,60,158,0.620253164556962,0.379746835443038
S7276,Soil,63,53,116,0.5431034482758621,0.45689655172413796
S7277,Plant,74,61,135,0.5481481481481482,0.45185185185185184
S7278,Water,68,37,105,0.6476190476190476,0.3523809523809524
S7279,Water,87,115,202,0.4306930693069307,0.5693069306930693
S7280,Water,112,104,216,0.5185185185185185,0.48148148148148145
S7281,Soil,127,97,224,0.5669642857142857,0.4330357142857143
S7282,Air,47,125,172,0.27325581395348836,0.7267441860465116
S7283,Plant,49,57,106,0.46226415094339623,0.5377358490566038
S7284,Plant,108,109,217,0.4976958525345622,0.5023041474654378
S7285,Plant,123,38,161,0.7639751552795031,0.2360248447204969
S7286,Air,93,84,177,0.5254237288135594,0.4745762711864407
S7287,Soil,65,121,186,0.34946236559139787,0.6505376344086021
S7288,Plant,70,124,194,0.36082474226804123,0.6391752577319587
S7289,Plant,73,113,186,0.3924731182795699,0.6075268817204301
S7290,Air,80,111,191,0.418848167539267,0.581151832460733
S7291,Air,151,138,289,0.5224913494809689,0.47750865051903113
S7292,Water,102,128,230,0.4434782608695652,0.5565217391304348
S7293,Air,108,101,209,0.5167464114832536,0.48325358851674644
S7294,Plant,65,86,151,0.4304635761589404,0.5695364238410596
S7295,Water,128,122,250,0.512,0.488
S7296,Plant,92,68,160,0.575,0.425
S7297,Soil,107,67,174,0.6149425287356322,0.3850574712643678
S7298,Soil,99,140,239,0.41422594142259417,0.5857740585774058
S7299,Air,78,80,158,0.4936708860759494,0.5063291139240507
S7300,Air,97,137,234,0.41452991452991456,0.5854700854700855
S7301,Water,108,87,195,0.5538461538461539,0.4461538461538462
S7302,Plant,40,89,129,0.31007751937984496,0.689922480620155
S7303,Air,85,122,207,0.4106280193236715,0.5893719806763285
S7304,Soil,79,91,170,0.4647058823529412,0.5352941176470588
S7305,Soil,79,77,156,0.5064102564102564,0.4935897435897436
S7306,Soil,107,119,226,0.47345132743362833,0.5265486725663717
S7307,Water,66,32,98,0.673469387755102,0.32653061224489793
S7308,Plant,93,101,194,0.4793814432989691,0.520618556701031
S7309,Plant,90,72,162,0.5555555555555556,0.4444444444444444
S7310,Water,106,128,234,0.452991452991453,0.5470085470085471
S7311,Soil,176,132,308,0.5714285714285714,0.42857142857142855
S7312,Soil,104,31,135,0.7703703703703704,0.22962962962962963
S7313,Water,132,110,242,0.5454545454545454,0.45454545454545453
S7314,Soil,151,124,275,0.5490909090909091,0.4509090909090909
S7315,Water,53,103,156,0.33974358974358976,0.6602564102564102
S7316,Soil,106,79,185,0.572972972972973,0.42702702702702705
S7317,Air,98,131,229,0.4279475982532751,0.5720524017467249
S7318,Soil,63,103,166,0.3795180722891566,0.6204819277108434
S7319,Water,111,147,258,0.43023255813953487,0.5697674418604651
S7320,Water,98,86,184,0.532608695652174,0.4673913043478261
S7321,Air,44,121,165,0.26666666666666666,0.7333333333333333
S7322,Air,143,136,279,0.5125448028673835,0.4874551971326165
S7323,Air,114,65,179,0.6368715083798883,0.36312849162011174
S7324,Soil,112,68,180,0.6222222222222222,0.37777777777777777
S7325,Water,116,99,215,0.5395348837209303,0.4604651162790698
S7326,Soil,76,77,153,0.49673202614379086,0.5032679738562091
S7327,Air,140,116,256,0.546875,0.453125
S7328,Air,92,80,172,0.5348837209302325,0.46511627906976744
S7329,Soil,124,122,246,0.5040650406504065,0.4959349593495935
S7330,Plant,64,105,169,0.378698224852071,0.621301775147929
S7331,Plant,136,87,223,0.6098654708520179,0.3901345291479821
S7332,Plant,78,71,149,0.5234899328859061,0.47651006711409394
S7333,Air,101,106,207,0.48792270531400966,0.5120772946859904
S7334,Water,103,108,211,0.4881516587677725,0.5118483412322274
S7335,Plant,155,65,220,0.7045454545454546,0.29545454545454547
S7336,Plant,76,99,175,0.4342857142857143,0.5657142857142857
S7337,Soil,114,112,226,0.504424778761062,0.49557522123893805
S7338,Water,82,87,169,0.48520710059171596,0.514792899408284
S7339,Water,169,138,307,0.5504885993485342,0.4495114006514658
S7340,Soil,106,101,207,0.5120772946859904,0.48792270531400966
S7341,Plant,152,90,242,0.628099173553719,0.371900826446281
S7342,Water,163,111,274,0.5948905109489051,0.4051094890510949
S7343,Soil,56,48,104,0.5384615384615384,0.46153846153846156
S7344,Air,131,116,247,0.5303643724696356,0.46963562753036436
S7345,Air,103,135,238,0.4327731092436975,0.5672268907563025
S7346,Plant,84,81,165,0.509090909090909,0.4909090909090909
S7347,Air,69,119,188,0.3670212765957447,0.6329787234042553
S7348,Soil,43,99,142,0.3028169014084507,0.6971830985915493
S7349,Plant,131,45,176,0.7443181818181818,0.2556818181818182
S7350,Soil,127,102,229,0.5545851528384279,0.44541484716157204
S7351,Water,112,81,193,0.5803108808290155,0.41968911917098445
S7352,Water,80,132,212,0.37735849056603776,0.6226415094339622
S7353,Plant,63,93,156,0.40384615384615385,0.5961538461538461
S7354,Air,86,79,165,0.5212121212121212,0.47878787878787876
S7355,Plant,95,83,178,0.5337078651685393,0.46629213483146065
S7356,Soil,97,91,188,0.5159574468085106,0.48404255319148937
S7357,Air,111,193,304,0.3651315789473684,0.6348684210526315
S7358,Water,163,119,282,0.5780141843971631,0.4219858156028369
S7359,Plant,111,118,229,0.4847161572052402,0.5152838427947598
S7360,Soil,96,104,200,0.48,0.52
S7361,Plant,113,158,271,0.41697416974169743,0.5830258302583026
S7362,Air,127,83,210,0.6047619047619047,0.3952380952380952
S7363,Soil,137,88,225,0.6088888888888889,0.39111111111111113
S7364,Air,93,123,216,0.4305555555555556,0.5694444444444444
S7365,Plant,51,98,149,0.3422818791946309,0.6577181208053692
S7366,Plant,96,90,186,0.5161290322580645,0.4838709677419355
S7367,Plant,44,82,126,0.3492063492063492,0.6507936507936508
S7368,Air,56,129,185,0.3027027027027027,0.6972972972972973
S7369,Plant,83,93,176,0.4715909090909091,0.5284090909090909
S7370,Soil,107,111,218,0.4908256880733945,0.5091743119266054
S7371,Plant,101,92,193,0.5233160621761658,0.47668393782383417
S7372,Air,79,58,137,0.5766423357664233,0.4233576642335766
S7373,Air,97,121,218,0.44495412844036697,0.555045871559633
S7374,Air,112,64,176,0.6363636363636364,0.36363636363636365
S7375,Air,115,53,168,0.6845238095238095,0.31547619047619047
S7376,Water,88,93,181,0.4861878453038674,0.5138121546961326
S7377,Air,61,118,179,0.3407821229050279,0.659217877094972
S7378,Plant,67,123,190,0.3526315789473684,0.6473684210526316
S7379,Plant,23,157,180,0.12777777777777777,0.8722222222222222
S7380,Water,179,105,284,0.6302816901408451,0.36971830985915494
S7381,Plant,52,76,128,0.40625,0.59375
S7382,Soil,84,49,133,0.631578947368421,0.3684210526315789
S7383,Soil,125,96,221,0.5656108597285068,0.4343891402714932
S7384,Plant,70,126,196,0.35714285714285715,0.6428571428571429
S7385,Soil,117,63,180,0.65,0.35
S7386,Plant,123,116,239,0.5146443514644351,0.48535564853556484
S7387,Air,151,110,261,0.578544061302682,0.421455938697318
S7388,Air,128,97,225,0.5688888888888889,0.4311111111111111
S7389,Water,47,143,190,0.24736842105263157,0.7526315789473684
S7390,Air,106,112,218,0.48623853211009177,0.5137614678899083
S7391,Soil,135,132,267,0.5056179775280899,0.4943820224719101
S7392,Plant,93,117,210,0.44285714285714284,0.5571428571428572
S7393,Soil,126,58,184,0.6847826086956522,0.31521739130434784
S7394,Plant,103,104,207,0.4975845410628019,0.5024154589371981
S7395,Water,119,101,220,0.5409090909090909,0.4590909090909091
S7396,Plant,157,97,254,0.6181102362204725,0.38188976377952755
S7397,Soil,109,127,236,0.461864406779661,0.538135593220339
S7398,Soil,135,148,283,0.47703180212014135,0.5229681978798587
S7399,Water,113,105,218,0.518348623853211,0.481651376146789
S7400,Water,106,152,258,0.4108527131782946,0.5891472868217055
S7401,Plant,86,105,191,0.450261780104712,0.5497382198952879
S7402,Air,56,57,113,0.49557522123893805,0.504424778761062
S7403,Plant,159,104,263,0.6045627376425855,0.39543726235741444
S7404,Plant,138,118,256,0.5390625,0.4609375
S7405,Air,74,100,174,0.42528735632183906,0.5747126436781609
S7406,Air,38,66,104,0.36538461538461536,0.6346153846153846
S7407,Plant,97,113,210,0.46190476190476193,0.5380952380952381
S7408,Soil,94,86,180,0.5222222222222223,0.4777777777777778
S7409,Plant,94,132,226,0.415929203539823,0.584070796460177
S7410,Water,126,158,284,0.44366197183098594,0.5563380281690141
S7411,Air,90,87,177,0.5084745762711864,0.4915254237288136
S7412,Soil,98,108,206,0.47572815533980584,0.5242718446601942
S7413,Air,126,116,242,0.5206611570247934,0.4793388429752066
S7414,Water,110,135,245,0.4489795918367347,0.5510204081632653
S7415,Soil,102,111,213,0.4788732394366197,0.5211267605633803
S7416,Plant,97,96,193,0.5025906735751295,0.49740932642487046
S7417,Air,88,85,173,0.5086705202312138,0.4913294797687861
S7418,Soil,133,84,217,0.6129032258064516,0.3870967741935484
S7419,Plant,78,99,177,0.4406779661016949,0.559322033898305
S7420,Air,50,93,143,0.34965034965034963,0.6503496503496503
S7421,Soil,70,126,196,0.35714285714285715,0.6428571428571429
S7422,Water,87,73,160,0.54375,0.45625
S7423,Plant,120,87,207,0.5797101449275363,0.42028985507246375
S7424,Air,89,109,198,0.4494949494949495,0.5505050505050505
S7425,Water,65,89,154,0.42207792207792205,0.577922077922078
S7426,Air,73,86,159,0.4591194968553459,0.5408805031446541
S7427,Soil,90,63,153,0.5882352941176471,0.4117647058823529
S7428,Water,106,127,233,0.45493562231759654,0.5450643776824035
S7429,Water,202,87,289,0.698961937716263,0.30103806228373703
S7430,Air,144,110,254,0.5669291338582677,0.4330708661417323
S7431,Plant,126,62,188,0.6702127659574468,0.32978723404255317
S7432,Plant,93,116,209,0.4449760765550239,0.5550239234449761
S7433,Soil,131,70,201,0.6517412935323383,0.3482587064676617
S7434,Water,141,82,223,0.6322869955156951,0.36771300448430494
S7435,Soil,112,123,235,0.4765957446808511,0.5234042553191489
S7436,Plant,98,103,201,0.48756218905472637,0.5124378109452736
S7437,Plant,50,130,180,0.2777777777777778,0.7222222222222222
S7438,Air,86,85,171,0.5029239766081871,0.49707602339181284
S7439,Water,79,97,176,0.44886363636363635,0.5511363636363636
S7440,Plant,91,90,181,0.5027624309392266,0.4972375690607735
S7441,Soil,122,113,235,0.5191489361702127,0.4808510638297872
S7442,Water,110,71,181,0.6077348066298343,0.39226519337016574
S7443,Air,71,108,179,0.39664804469273746,0.6033519553072626
S7444,Water,0,94,94,0.0,1.0
S7445,Water,143,75,218,0.6559633027522935,0.3440366972477064
S7446,Water,128,143,271,0.47232472324723246,0.5276752767527675
S7447,Water,115,110,225,0.5111111111111111,0.4888888888888889
S7448,Air,142,90,232,0.6120689655172413,0.3879310344827586
S7449,Water,89,88,177,0.5028248587570622,0.4971751412429379
S7450,Air,109,96,205,0.5317073170731708,0.4682926829268293
S7451,Water,79,92,171,0.4619883040935672,0.5380116959064327
S7452,Water,119,68,187,0.6363636363636364,0.36363636363636365
S7453,Soil,83,86,169,0.4911242603550296,0.5088757396449705
S7454,Plant,104,120,224,0.4642857142857143,0.5357142857142857
S7455,Plant,118,110,228,0.5175438596491229,0.4824561403508772
S7456,Plant,91,73,164,0.5548780487804879,0.4451219512195122
S7457,Plant,84,53,137,0.6131386861313869,0.38686131386861317
S7458,Water,70,131,201,0.3482587064676617,0.6517412935323383
S7459,Air,79,109,188,0.42021276595744683,0.5797872340425532
S7460,Soil,146,143,289,0.5051903114186851,0.49480968858131485
S7461,Water,72,98,170,0.4235294117647059,0.5764705882352941
S7462,Soil,90,115,205,0.43902439024390244,0.5609756097560976
S7463,Soil,115,86,201,0.572139303482587,0.42786069651741293
S7464,Air,107,135,242,0.44214876033057854,0.5578512396694215
S7465,Soil,61,132,193,0.3160621761658031,0.6839378238341969
S7466,Soil,87,77,164,0.5304878048780488,0.4695121951219512
S7467,Air,114,166,280,0.40714285714285714,0.5928571428571429
S7468,Plant,70,111,181,0.3867403314917127,0.6132596685082873
S7469,Air,120,65,185,0.6486486486486487,0.35135135135135137
S7470,Plant,73,121,194,0.37628865979381443,0.6237113402061856
S7471,Soil,162,153,315,0.5142857142857142,0.4857142857142857
S7472,Air,108,88,196,0.5510204081632653,0.4489795918367347
S7473,Soil,113,34,147,0.7687074829931972,0.23129251700680273
S7474,Water,67,74,141,0.475177304964539,0.524822695035461
S7475,Soil,109,142,251,0.4342629482071713,0.5657370517928287
S7476,Water,148,68,216,0.6851851851851852,0.3148148148148148
S7477,Air,120,131,251,0.47808764940239046,0.5219123505976095
S7478,Air,86,125,211,0.4075829383886256,0.5924170616113744
S7479,Plant,100,155,255,0.39215686274509803,0.6078431372549019
S7480,Soil,95,94,189,0.5026455026455027,0.4973544973544973
S7481,Plant,109,85,194,0.5618556701030928,0.4381443298969072
S7482,Air,89,43,132,0.6742424242424242,0.32575757575757575
S7483,Air,51,65,116,0.4396551724137931,0.5603448275862069
S7484,Air,140,81,221,0.6334841628959276,0.3665158371040724
S7485,Air,110,91,201,0.5472636815920398,0.4527363184079602
S7486,Air,158,136,294,0.5374149659863946,0.46258503401360546
S7487,Plant,117,103,220,0.5318181818181819,0.4681818181818182
S7488,Soil,148,114,262,0.5648854961832062,0.4351145038167939
S7489,Air,105,20,125,0.84,0.16
S7490,Soil,100,115,215,0.46511627906976744,0.5348837209302325
S7491,Air,118,141,259,0.4555984555984556,0.5444015444015444
S7492,Air,124,138,262,0.4732824427480916,0.5267175572519084
S7493,Air,124,105,229,0.5414847161572053,0.4585152838427948
S7494,Plant,136,76,212,0.6415094339622641,0.3584905660377358
S7495,Air,134,128,262,0.5114503816793893,0.48854961832061067
S7496,Air,51,87,138,0.3695652173913043,0.6304347826086957
S7497,Soil,74,118,192,0.3854166666666667,0.6145833333333334
S7498,Air,96,94,190,0.5052631578947369,0.49473684210526314
S7499,Water,120,99,219,0.547945205479452,0.4520547945205479
S7500,Soil,121,68,189,0.6402116402116402,0.35978835978835977
S7501,Air,66,165,231,0.2857142857142857,0.7142857142857143
S7502,Soil,155,118,273,0.5677655677655677,0.43223443223443225
S7503,Plant,122,65,187,0.6524064171122995,0.34759358288770054
S7504,Plant,84,90,174,0.4827586206896552,0.5172413793103449
S7505,Plant,24,59,83,0.2891566265060241,0.7108433734939759
S7506,Soil,55,74,129,0.4263565891472868,0.5736434108527132
S7507,Water,78,105,183,0.4262295081967213,0.5737704918032787
S7508,Air,79,96,175,0.4514285714285714,0.5485714285714286
S7509,Plant,135,120,255,0.5294117647058824,0.47058823529411764
S7510,Soil,139,78,217,0.6405529953917051,0.35944700460829493
S7511,Soil,130,93,223,0.5829596412556054,0.4170403587443946
S7512,Soil,89,117,206,0.4320388349514563,0.5679611650485437
S7513,Soil,147,91,238,0.6176470588235294,0.38235294117647056
S7514,Plant,39,96,135,0.28888888888888886,0.7111111111111111
S7515,Water,31,152,183,0.16939890710382513,0.8306010928961749
S7516,Plant,59,77,136,0.4338235294117647,0.5661764705882353
S7517,Water,106,131,237,0.4472573839662447,0.5527426160337553
S7518,Soil,96,73,169,0.5680473372781065,0.4319526627218935
S7519,Air,105,80,185,0.5675675675675675,0.43243243243243246
S7520,Plant,78,67,145,0.5379310344827586,0.46206896551724136
S7521,Plant,83,141,224,0.3705357142857143,0.6294642857142857
S7522,Water,107,97,204,0.5245098039215687,0.47549019607843135
S7523,Plant,92,75,167,0.5508982035928144,0.4491017964071856
S7524,Water,140,82,222,0.6306306306306306,0.36936936936936937
S7525,Air,112,110,222,0.5045045045045045,0.4954954954954955
S7526,Air,59,124,183,0.3224043715846995,0.6775956284153005
S7527,Air,86,108,194,0.44329896907216493,0.5567010309278351
S7528,Plant,105,132,237,0.4430379746835443,0.5569620253164557
S7529,Soil,84,80,164,0.5121951219512195,0.4878048780487805
S7530,Air,131,144,275,0.4763636363636364,0.5236363636363637
S7531,Plant,71,123,194,0.36597938144329895,0.634020618556701
S7532,Soil,73,98,171,0.4269005847953216,0.5730994152046783
S7533,Water,91,121,212,0.42924528301886794,0.5707547169811321
S7534,Air,118,121,239,0.49372384937238495,0.5062761506276151
S7535,Soil,133,120,253,0.525691699604743,0.4743083003952569
S7536,Water,143,138,281,0.5088967971530249,0.49110320284697506
S7537,Plant,96,104,200,0.48,0.52
S7538,Air,68,85,153,0.4444444444444444,0.5555555555555556
S7539,Soil,103,113,216,0.47685185185185186,0.5231481481481481
S7540,Plant,57,123,180,0.31666666666666665,0.6833333333333333
S7541,Air,128,81,209,0.6124401913875598,0.3875598086124402
S7542,Water,116,130,246,0.4715447154471545,0.5284552845528455
S7543,Soil,103,147,250,0.412,0.588
S7544,Air,45,117,162,0.2777777777777778,0.7222222222222222
S7545,Soil,75,86,161,0.4658385093167702,0.5341614906832298
S7546,Soil,119,99,218,0.5458715596330275,0.4541284403669725
S7547,Plant,110,115,225,0.4888888888888889,0.5111111111111111
S7548,Air,122,88,210,0.580952380952381,0.41904761904761906
S7549,Plant,67,112,179,0.3743016759776536,0.6256983240223464
S7550,Plant,133,90,223,0.5964125560538116,0.40358744394618834
S7551,Air,110,91,201,0.5472636815920398,0.4527363184079602
S7552,Water,98,65,163,0.6012269938650306,0.3987730061349693
S7553,Water,78,118,196,0.3979591836734694,0.6020408163265306
S7554,Air,83,138,221,0.3755656108597285,0.6244343891402715
S7555,Water,134,134,268,0.5,0.5
S7556,Air,131,29,160,0.81875,0.18125
S7557,Soil,127,143,270,0.4703703703703704,0.5296296296296297
S7558,Plant,56,86,142,0.39436619718309857,0.6056338028169014
S7559,Water,101,120,221,0.45701357466063347,0.5429864253393665
S7560,Plant,129,65,194,0.6649484536082474,0.33505154639175255
S7561,Soil,96,111,207,0.463768115942029,0.5362318840579711
S7562,Plant,96,116,212,0.4528301886792453,0.5471698113207547
S7563,Water,159,85,244,0.6516393442622951,0.3483606557377049
S7564,Soil,154,88,242,0.6363636363636364,0.36363636363636365
S7565,Air,82,83,165,0.49696969696969695,0.503030303030303
S7566,Water,109,111,220,0.4954545454545455,0.5045454545454545
S7567,Water,92,64,156,0.5897435897435898,0.41025641025641024
S7568,Water,113,123,236,0.4788135593220339,0.5211864406779662
S7569,Plant,61,108,169,0.3609467455621302,0.6390532544378699
S7570,Soil,179,169,348,0.514367816091954,0.48563218390804597
S7571,Air,127,130,257,0.49416342412451364,0.5058365758754864
S7572,Water,86,78,164,0.524390243902439,0.47560975609756095
S7573,Water,101,96,197,0.5126903553299492,0.4873096446700508
S7574,Soil,117,94,211,0.5545023696682464,0.44549763033175355
S7575,Water,100,115,215,0.46511627906976744,0.5348837209302325
S7576,Air,121,110,231,0.5238095238095238,0.47619047619047616
S7577,Soil,126,105,231,0.5454545454545454,0.45454545454545453
S7578,Water,151,64,215,0.7023255813953488,0.29767441860465116
S7579,Air,137,42,179,0.7653631284916201,0.2346368715083799
S7580,Water,104,50,154,0.6753246753246753,0.3246753246753247
S7581,Water,88,92,180,0.4888888888888889,0.5111111111111111
S7582,Plant,115,117,232,0.4956896551724138,0.5043103448275862
S7583,Soil,113,81,194,0.5824742268041238,0.4175257731958763
S7584,Air,90,102,192,0.46875,0.53125
S7585,Plant,143,67,210,0.680952380952381,0.319047619047619
S7586,Plant,73,95,168,0.43452380952380953,0.5654761904761905
S7587,Soil,179,108,287,0.6236933797909407,0.37630662020905925
S7588,Soil,79,130,209,0.37799043062200954,0.6220095693779905
S7589,Air,96,137,233,0.41201716738197425,0.5879828326180258
S7590,Soil,137,89,226,0.6061946902654868,0.3938053097345133
S7591,Soil,100,129,229,0.4366812227074236,0.5633187772925764
S7592,Water,74,108,182,0.4065934065934066,0.5934065934065934
S7593,Plant,138,81,219,0.6301369863013698,0.3698630136986301
S7594,Plant,103,166,269,0.3828996282527881,0.6171003717472119
S7595,Water,98,121,219,0.4474885844748858,0.5525114155251142
S7596,Plant,109,63,172,0.6337209302325582,0.36627906976744184
S7597,Plant,99,134,233,0.4248927038626609,0.575107296137339
S7598,Soil,95,125,220,0.4318181818181818,0.5681818181818182
S7599,Water,92,89,181,0.5082872928176796,0.49171270718232046
S7600,Water,116,98,214,0.5420560747663551,0.45794392523364486
S7601,Water,92,129,221,0.416289592760181,0.583710407239819
S7602,Water,99,144,243,0.4074074074074074,0.5925925925925926
S7603,Air,124,87,211,0.5876777251184834,0.41232227488151657
S7604,Soil,76,114,190,0.4,0.6
S7605,Plant,96,119,215,0.44651162790697674,0.5534883720930233
S7606,Air,109,96,205,0.5317073170731708,0.4682926829268293
S7607,Water,111,127,238,0.46638655462184875,0.5336134453781513
S7608,Air,57,100,157,0.3630573248407643,0.6369426751592356
S7609,Soil,102,113,215,0.4744186046511628,0.5255813953488372
S7610,Soil,79,122,201,0.39303482587064675,0.6069651741293532
S7611,Plant,90,117,207,0.43478260869565216,0.5652173913043478
S7612,Plant,88,100,188,0.46808510638297873,0.5319148936170213
S7613,Water,93,173,266,0.34962406015037595,0.650375939849624
S7614,Water,78,150,228,0.34210526315789475,0.6578947368421053
S7615,Plant,101,79,180,0.5611111111111111,0.4388888888888889
S7616,Water,106,135,241,0.43983402489626555,0.5601659751037344
S7617,Plant,144,123,267,0.5393258426966292,0.4606741573033708
